,frequency,quantity,change,Other,Start_Drinking,Other.1,age_group,weight_loss,fitness_goals,unproductive_time,lack_of_control,hangovers,mental_health,drinking_habits,embarassment,concern_from_others,Other.2,I want to feel in control of my drinking habits,I want to look better,I want to hit my health and fitness goals,I want to lose weight,I want to learn how to have fun without drinking,I want to feel more energised,I want to regain time for activities that are important to me,I want to see if my drinking is a problem,I want to be a better role model,I want to learn how to deal with emotions in new ways,Other.3,My social life. How am I supposed to have fun without drinking or not seem boring?,My drinking isn't actually a 'problem'. Why change if I'm not an alcoholic?,Bad habits. I always pour a drink when I get home from work.,It's not the right time; I have an event coming up where I'll need to drink.,"Alcohol is how I relax, celebrate, comfort myself everything!",Drinking is just the norm,Other.4,I've successfully done dry months (like Dry January) and kept good habits afterwards,I've successfully done dry months (like Dry January) but fell back into bad habits afterwards,I've tried dry months (like Dry January) but have struggled to complete them,I've made up drinking rules for myself and am very good at sticking with them,I made up rules drinking for myself but can never stick to them,I've read books,I've done a programme,I haven't,Roughly how much do you spend on alcohol in a week?,Score,Ending,freq1,quant1,budget,consumption,cons2,freq2,freq_w,quantity_
3173,5-6 times a week,1-2 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,True,False,True,False,False,False,True,False,False,0,True,False,False,True,True,False,0,False,False,False,True,False,False,False,False, £10- £20,10,"Alcohol is causing you more trouble than you realise, ",5.5,1.5,15,8.25,within  norm,<5Units,5-6 times a week,1-4 units
3174,Every day,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 40s,False,True,False,False,False,False,False,False,False,0,True,False,True,False,False,True,False,False,True,False,0,False,False,True,False,False,False,0,False,False,True,False,False,False,False,False, £30- £40,19,"Alcohol plays a big part in your life, ",7.0,10.0,35,70.0,2xabove,>=5Units,Every day,8-12 units
3175,5-6 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,True,False,False,False, £30- £40,12,"Alcohol plays a big part in your life, ",5.5,6.5,35,35.75,2xabove,>=5Units,5-6 times a week,5-9 units
3176,Every day,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my 30s,0,In my 40s,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £40- £50,19,"Alcohol plays a big part in your life, ",7.0,10.0,45,70.0,2xabove,>=5Units,Every day,8-12 units
3189,3-4 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,True,True,True,False,True,False,False,False,False,0,True,False,True,False,False,False,0,False,False,False,False,True,False,False,False, £20- £30,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,25,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
3191,3-4 times a week,2-4 units,0,Don't want to change,In my early teens,0,In my 40s,True,True,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,15,10.5,within  norm,<5Units,3-4 times a week,1-4 units
3192,Once every two weeks,2-4 units,I'm not exactly sure but I need to do something different,0,In my 30s,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False, £20- £30,3,"Alcohol is causing you more trouble than you realise, ",0.5,3.0,25,1.5,within  norm,<5Units,<1 time per week,1-4 units
3196,3-4 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,False,False,False,False,False,False,False,Be healthier,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,False,False,Sometimes I enjoy a few drinks,False,False,False,True,False,False,False,False, £10- £20,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,15,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
3197,Every day,12-20 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 40s,False,False,False,False,False,False,True,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False, £50+,20,"Alcohol plays a big part in your life, ",7.0,16.0,55,112.0,2xabove,>=5Units,Every day,12-20 units
3199,Every day,More than 20 units,I want to completely stop drinking alcohol for good,0,In my early teens,0,In my 40s,False,False,True,True,True,True,True,True,True,0,True,True,True,False,True,True,False,False,True,True,0,True,False,True,False,True,True,0,False,False,False,False,True,False,False,False, £50+,21,"Alcohol is causing you more trouble than you realise, ",7.0,30.0,55,210.0,2xabove,>=5Units,Every day,20 units+
3200,1-2 times a week,More than 20 units,0,Keep it the same,In my late teens,0,In my 40s,False,False,False,False,False,False,False,False,False,I like a drink at weekend I stopped drinking in the week around 4years ago,False,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,True,True,False,False,True,False, £50+,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,55,45.0,2xabove,>=5Units,1-2 times a week,20 units+
3203,5-6 times a week,2-4 units,I want to completely stop drinking alcohol for good,0,In my 20s,0,In my 40s,False,True,False,False,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,True,False,True,False,False,True,0,False,False,False,False,False,False,False,True, £50+,11,"Alcohol plays a big part in your life, ",5.5,3.0,55,16.5,2x norm,<5Units,5-6 times a week,1-4 units
3204,3-4 times a week,5-9 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,True,True,False,False,False,False,False,0,False,False,True,False,True,False,0,True,True,False,False,False,False,False,False, £20- £30,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,25,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
3208,Once every few months,8-12 units,I want to detox and reset my drinking habits,0,0,49,In my 40s,False,False,False,False,True,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,True,False,False,False,False,False,False,Under £10,5,"Alcohol is causing you more trouble than you realise, ",0.1,10.0,5,1.0,within  norm,>=5Units,<1 time per week,8-12 units
3209,5-6 times a week,More than 20 units,I'm not exactly sure but I need to do something different,0,In my 20s,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False, £20- £30,16,"Alcohol plays a big part in your life, ",5.5,30.0,25,165.0,2xabove,>=5Units,5-6 times a week,20 units+
3211,3-4 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 40s,False,False,False,False,False,False,False,False,False,Health,False,False,True,False,False,False,False,False,False,False,0,True,False,True,False,True,False,0,False,False,False,False,False,False,False,True, £10- £20,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,15,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
3225,3-4 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my 40s,45,In my 40s,False,False,False,False,True,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,True,False,False,False,True, £20- £30,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,25,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
3226,5-6 times a week,2-4 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 40s,True,False,False,True,False,False,False,False,False,0,False,True,False,True,False,False,False,True,False,False,0,False,True,True,False,False,False,0,False,False,False,True,False,False,False,False, £20- £30,11,"Alcohol plays a big part in your life, ",5.5,3.0,25,16.5,2x norm,<5Units,5-6 times a week,1-4 units
3229,3-4 times a week,More than 20 units,I want to drastically cut back and only drink on rare occasions,0,In my 20s,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False, £40- £50,11,"Alcohol plays a big part in your life, ",3.5,30.0,45,105.0,2xabove,>=5Units,3-4 times a week,20 units+
3237,5-6 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,True,False,False,False,False,Under £10,11,"Alcohol plays a big part in your life, ",5.5,3.0,5,16.5,2x norm,<5Units,5-6 times a week,1-4 units
3242,3-4 times a week,More than 20 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,True,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,True,False,False,False, £20- £30,11,"Alcohol plays a big part in your life, ",3.5,30.0,25,105.0,2xabove,>=5Units,3-4 times a week,20 units+
3252,5-6 times a week,2-4 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 40s,True,False,False,True,False,False,True,False,False,0,True,True,True,True,True,True,False,True,False,False,0,False,False,True,False,False,False,0,False,False,True,False,False,False,False,False, £10- £20,11,"Alcohol plays a big part in your life, ",5.5,3.0,15,16.5,2x norm,<5Units,5-6 times a week,1-4 units
3255,Once every few months,1-2 units,0,Na,In my late teens,0,In my 40s,False,False,False,False,True,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True,Under £10,1,"Alcohol is causing you more trouble than you realise, ",0.1,1.5,5,0.15000000000000002,within  norm,<5Units,<1 time per week,1-4 units
3257,3-4 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 40s,False,False,False,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £40- £50,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,45,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
3259,1-2 times a week,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,15,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
3264,Once every two weeks,8-12 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 40s,False,False,False,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,0,True,False,False,False,False,False,False,False,Under £10,6,"Alcohol is causing you more trouble than you realise, ",0.5,10.0,5,5.0,within  norm,>=5Units,<1 time per week,8-12 units
3267,Once a month,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 40s,False,True,False,False,True,True,False,False,False,0,False,True,True,True,True,True,True,False,True,False,0,True,False,False,False,False,False,0,False,False,False,True,False,False,False,False, £20- £30,5,"Alcohol is causing you more trouble than you realise, ",0.25,10.0,25,2.5,within  norm,>=5Units,<1 time per week,8-12 units
3268,1-2 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,True,False,False,False,False,False,False,0,True,True,False,True,False,True,False,False,True,False,0,False,False,False,False,False,True,0,False,False,True,False,False,False,False,False, £40- £50,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,45,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
3269,1-2 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,True,False,True,True,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False, £50+,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,55,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
3270,5-6 times a week,1-2 units,I want to drastically cut back and only drink on rare occasions,0,In my 20s,0,In my 40s,True,False,False,True,False,True,False,False,False,0,False,True,False,True,True,False,False,False,False,False,0,True,False,False,False,True,False,0,False,False,False,False,False,False,False,True,Under £10,10,"Alcohol is causing you more trouble than you realise, ",5.5,1.5,5,8.25,within  norm,<5Units,5-6 times a week,1-4 units
3276,Every day,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my 30s,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,True,False,False,False,False, £20- £30,19,"Alcohol plays a big part in your life, ",7.0,10.0,25,70.0,2xabove,>=5Units,Every day,8-12 units
3278,3-4 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,True,True,False,True,False,True,False,False,False,0,True,True,True,True,True,True,True,False,False,False,0,True,False,True,True,True,False,0,False,False,False,False,True,False,False,False, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,15,10.5,within  norm,<5Units,3-4 times a week,1-4 units
3282,1-2 times a week,8-12 units,I want to detox and reset my drinking habits,0,In my 20s,0,In my 40s,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False, £50+,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,55,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
3283,Every day,12-20 units,I want to completely stop drinking alcohol for good,0,In my early teens,0,In my 40s,False,False,False,False,False,False,False,False,True,0,False,True,True,False,True,False,False,False,True,False,0,True,False,True,False,True,False,0,False,False,False,False,False,True,False,False, £40- £50,20,"Alcohol plays a big part in your life, ",7.0,16.0,45,112.0,2xabove,>=5Units,Every day,12-20 units
3292,1-2 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False, £20- £30,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,25,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
3295,Once a month,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,True,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,Under £10,3,"Alcohol is causing you more trouble than you realise, ",0.25,6.5,5,1.625,within  norm,>=5Units,<1 time per week,5-9 units
3296,Every day,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my 30s,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £10- £20,17,"Alcohol plays a big part in your life, ",7.0,6.5,15,45.5,2xabove,>=5Units,Every day,5-9 units
3297,1-2 times a week,More than 20 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 40s,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False, £50+,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,55,45.0,2xabove,>=5Units,1-2 times a week,20 units+
3301,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my 30s,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,True,True,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,35,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
3302,Once every two weeks,8-12 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 40s,False,False,False,False,False,True,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",0.5,10.0,15,5.0,within  norm,>=5Units,<1 time per week,8-12 units
3303,1-2 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my 30s,0,In my 40s,False,True,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,15,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
3311,Every day,5-9 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 40s,False,True,False,False,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False, £50+,17,"Alcohol plays a big part in your life, ",7.0,6.5,55,45.5,2xabove,>=5Units,Every day,5-9 units
3313,Every day,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,0,True,False,False,False,False,False,False,False, £50+,19,"Alcohol plays a big part in your life, ",7.0,10.0,55,70.0,2xabove,>=5Units,Every day,8-12 units
3315,1-2 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 40s,True,True,False,False,False,False,False,False,False,0,False,False,True,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £10- £20,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,15,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
3318,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,True,True,True,True,True,True,True,False,False,0,True,True,True,True,True,True,True,True,True,True,0,True,False,False,False,True,False,0,False,True,False,False,False,False,False,False, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,35,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
3319,5-6 times a week,More than 20 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 40s,False,False,False,False,False,False,True,False,False,0,True,True,False,True,False,False,False,True,True,True,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £30- £40,16,"Alcohol plays a big part in your life, ",5.5,30.0,35,165.0,2xabove,>=5Units,5-6 times a week,20 units+
3320,3-4 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,True,False,False,False,False,False,False,0,False,True,False,True,True,False,False,False,False,False,0,True,False,True,False,False,False,0,True,False,False,False,False,False,False,False, £20- £30,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,25,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
3321,Every day,1-2 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,True,False,False,False,False,False,False, £50+,15,"Alcohol plays a big part in your life, ",7.0,1.5,55,10.5,within  norm,<5Units,Every day,1-4 units
3322,1-2 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,False,False,True,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,True,False,False,False, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,25,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
3323,5-6 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £10- £20,12,"Alcohol plays a big part in your life, ",5.5,6.5,15,35.75,2xabove,>=5Units,5-6 times a week,5-9 units
3330,5-6 times a week,5-9 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 40s,False,False,True,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,True,False, £50+,12,"Alcohol plays a big part in your life, ",5.5,6.5,55,35.75,2xabove,>=5Units,5-6 times a week,5-9 units
3332,5-6 times a week,5-9 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,True,False,True,False,True,False,False, £10- £20,12,"Alcohol plays a big part in your life, ",5.5,6.5,15,35.75,2xabove,>=5Units,5-6 times a week,5-9 units
3338,5-6 times a week,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my 40s,40,In my 40s,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False, £20- £30,14,"Alcohol plays a big part in your life, ",5.5,10.0,25,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
3340,Once every two weeks,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,True,False,False,False,True,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,True,False,False,False,False, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",0.5,10.0,15,5.0,within  norm,>=5Units,<1 time per week,8-12 units
3342,3-4 times a week,8-12 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 40s,False,True,True,False,False,False,False,False,True,0,False,False,True,False,True,True,True,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
3346,Every day,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,False,False,False,True,False,True,False,0,False,True,False,False,True,True,False,True,False,True,0,True,False,True,True,True,True,0,False,False,False,False,True,False,False,False, £50+,20,"Alcohol plays a big part in your life, ",7.0,16.0,55,112.0,2xabove,>=5Units,Every day,12-20 units
3350,Every day,8-12 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,False,False,True,False,False,False,0,False,True,False,False,False,False,False,False, £30- £40,19,"Alcohol plays a big part in your life, ",7.0,10.0,35,70.0,2xabove,>=5Units,Every day,8-12 units
3359,3-4 times a week,More than 20 units,I want to completely stop drinking alcohol for good,0,In my early teens,0,In my 40s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,True,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,False,False,False,True, £50+,11,"Alcohol plays a big part in your life, ",3.5,30.0,55,105.0,2xabove,>=5Units,3-4 times a week,20 units+
3360,Every day,8-12 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,False,True,False,False,True,0,False,False,False,False,False,False,False,True, £30- £40,19,"Alcohol plays a big part in your life, ",7.0,10.0,35,70.0,2xabove,>=5Units,Every day,8-12 units
3361,5-6 times a week,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my 40s,48,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,True,False,True,False,0,False,False,True,False,False,False,False,False, £20- £30,14,"Alcohol plays a big part in your life, ",5.5,10.0,25,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
3372,Every day,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,False,False,False,True,False,False,False,0,False,False,False,True,False,False,False,True,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £30- £40,20,"Alcohol plays a big part in your life, ",7.0,16.0,35,112.0,2xabove,>=5Units,Every day,12-20 units
3373,3-4 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 40s,False,True,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,True,False,0,False,False,False,False,True,False,False,False, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,35,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
3375,3-4 times a week,More than 20 units,I want to completely stop drinking alcohol for good,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £50+,11,"Alcohol plays a big part in your life, ",3.5,30.0,55,105.0,2xabove,>=5Units,3-4 times a week,20 units+
3381,1-2 times a week,5-9 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 40s,False,False,False,False,False,True,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,Under £10,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,5,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
3385,Every day,2-4 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 40s,False,False,False,False,True,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,16,"Alcohol plays a big part in your life, ",7.0,3.0,25,21.0,2x norm,<5Units,Every day,1-4 units
3386,Every day,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,True,True,True,True,True,True,True,True,True,True,0,False,False,True,False,True,True,0,False,False,False,False,True,False,False,False, £50+,19,"Alcohol plays a big part in your life, ",7.0,10.0,55,70.0,2xabove,>=5Units,Every day,8-12 units
3387,Every day,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,True,False,False,True,False,False,False, £40- £50,19,"Alcohol plays a big part in your life, ",7.0,10.0,45,70.0,2xabove,>=5Units,Every day,8-12 units
3388,3-4 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,True,False,False,False,False, £30- £40,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,35,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
3399,Every day,5-9 units,I'm not exactly sure but I need to do something different,0,In my 40s,47 years old,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,True,True,False,False,False,False,False,False,0,True,True,False,False,True,False,0,False,False,False,False,True,False,False,False, £50+,17,"Alcohol plays a big part in your life, ",7.0,6.5,55,45.5,2xabove,>=5Units,Every day,5-9 units
3412,Every day,8-12 units,I want to completely stop drinking alcohol for good,0,In my early teens,0,In my 40s,False,False,False,False,False,True,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,True,False,False, £50+,19,"Alcohol plays a big part in your life, ",7.0,10.0,55,70.0,2xabove,>=5Units,Every day,8-12 units
3414,3-4 times a week,2-4 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 40s,False,False,False,False,False,False,False,False,False,Just interested,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,I only have a glass when I feel like it,True,False,False,False,False,False,False,False, £20- £30,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,25,10.5,within  norm,<5Units,3-4 times a week,1-4 units
3418,3-4 times a week,12-20 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False, £30- £40,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,35,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
